Longitude,Latitude,Elevation,Date,ppt,temp
-118,37.1,2192,1939,209.94,9
-120,37,95,1939,195.97,17.5
-119.9,37,107,1939,209.12,17.6
-119.8,37,146,1939,229.13,18.1
-119.7,37,155,1939,234.29,18.2
-119.6,37,314,1939,321.23,17.2
-119.5,37,413,1939,365.94,16.7
-119.4,37,599,1939,430.98,16.2
-119.3,37,987,1939,498.51,15.7
-119.2,37,1195,1939,582.03,14.3
-119.1,37,2032,1939,724.33,9.3
-119,37,2106,1939,788.75,8.6
-118.9,37,2701,1939,732.43,6
-118.8,37,2805,1939,735.18,5.1
-118.7,37,3260,1939,952.2,2.4
-118.6,37,2429,1939,487.1,7.1
-118.5,37,3540,1939,672.85,0.7
-118.4,37,3601,1939,751.72,0.7
-118.3,37,1376,1939,156.12,14
-118.2,37,1214,1939,134.12,14.4
-118.1,37,2771,1939,225.04,5.6
-118,37,2601,1939,223.01,6.4
-120,36.9,84,1939,191.56,17.5
-119.9,36.9,96,1939,203.93,17.6
-119.8,36.9,113,1939,216.33,18
-119.7,36.9,124,1939,221.94,18.1
-119.6,36.9,198,1939,273.81,18.2
-119.5,36.9,269,1939,321.65,18
-119.4,36.9,634,1939,426.04,16.7
-119.3,36.9,465,1939,379.76,16.8
-119.2,36.9,931,1939,493.48,15.6
-119.1,36.9,1197,1939,519.62,14.2
-119,36.9,1736,1939,654.49,11.6
-118.9,36.9,2613,1939,729.42,6.8
-118.8,36.9,1920,1939,686.55,9.5
-118.7,36.9,2691,1939,694.3,6
-118.6,36.9,3147,1939,694.36,3
-118.5,36.9,3348,1939,546.94,1.8
-118.4,36.9,3468,1939,702.71,1.4
-118.3,36.9,1644,1939,185.06,13.1
-118.2,36.9,1161,1939,127.04,15.2
-118.1,36.9,2147,1939,209.8,9.6
-118,36.9,2295,1939,207.3,8.6
-120,36.8,78,1939,197.75,17.6
-119.9,36.8,86,1939,207.44,17.7
-119.8,36.8,96,1939,213.39,17.9
-119.7,36.8,105,1939,215.5,17.9
-119.6,36.8,121,1939,233.49,18
-119.5,36.8,142,1939,248.12,18
-119.4,36.8,172,1939,264.99,18.1
-119.3,36.8,322,1939,349.37,17.6
-119.2,36.8,527,1939,409.02,16.7
-119.1,36.8,1074,1939,529.64,15.2
-119,36.8,1706,1939,661.54,11.5
-118.9,36.8,1702,1939,671.53,10.6
-118.8,36.8,1658,1939,641.14,11.1
-118.7,36.8,1843,1939,632.57,10.3
-118.6,36.8,1949,1939,472.46,9.9
-118.5,36.8,2964,1939,452.62,4.1
-118.4,36.8,3479,1939,744.35,1.1
-118.3,36.8,1914,1939,216,11.9
-118.2,36.8,1256,1939,132.12,15.1
-118.1,36.8,1218,1939,135.97,15.6
-118,36.8,2749,1939,257.91,6.5
-120,36.7,71,1939,191.72,17.6
-119.9,36.7,76,1939,203.26,17.7
-119.8,36.7,86,1939,214.25,17.8
-119.7,36.7,95,1939,217.19,17.9
-119.6,36.7,110,1939,232.33,17.9
-119.5,36.7,110,1939,232.61,17.9
-119.4,36.7,199,1939,267.5,17.7
-119.3,36.7,317,1939,336.55,17.5
-119.2,36.7,521,1939,407.84,16.8
-119.1,36.7,818,1939,470.92,15.7
-119,36.7,1483,1939,624.75,12.6
-118.9,36.7,1921,1939,767.92,9.1
-118.8,36.7,2611,1939,893.35,5.9
-118.7,36.7,2651,1939,639.88,5.4
-118.6,36.7,2513,1939,445.88,6.2
-118.5,36.7,3613,1939,593.55,0.2
-118.4,36.7,3639,1939,681.15,0.1
-118.3,36.7,2486,1939,267.2,7.5
-118.2,36.7,1479,1939,157.18,14.2
-118.1,36.7,1129,1939,133.33,15.8
-118,36.7,2204,1939,226.53,9.6
-120,36.6,64,1939,184.73,17.5
-119.9,36.6,70,1939,189.38,17.6
-119.8,36.6,80,1939,205.25,17.7
-119.7,36.6,88,1939,216.41,17.7
-119.6,36.6,98,1939,224.5,17.8
-119.5,36.6,102,1939,227.11,17.8
-119.4,36.6,105,1939,229.14,17.8
-119.3,36.6,129,1939,239.99,17.8
-119.2,36.6,313,1939,316.4,17.6
-119.1,36.6,687,1939,418.16,16.8
-119,36.6,751,1939,426.99,16.5
-118.9,36.6,931,1939,468.82,15.8
-118.8,36.6,1800,1939,719.73,9.4
-118.7,36.6,2458,1939,823.28,6.7
-118.6,36.6,2882,1939,648.22,4.2
-118.5,36.6,3395,1939,638.13,1.5
-118.4,36.6,2841,1939,366.69,4.2
-118.3,36.6,3889,1939,751.54,-1.4
-118.2,36.6,2389,1939,259.47,8.5
-118.1,36.6,1272,1939,144.89,15.3
-118,36.6,1117,1939,138.02,15.8
-120,36.5,61,1939,178.14,17.6
-119.9,36.5,67,1939,182.63,17.6
-119.8,36.5,74,1939,184.87,17.6
-119.7,36.5,80,1939,192.65,17.6
-119.6,36.5,89,1939,208.17,17.6
-119.5,36.5,92,1939,214.66,17.7
-119.4,36.5,94,1939,215.6,17.7
-119.3,36.5,106,1939,221.94,17.8
-119.2,36.5,182,1939,255.35,17.8
-119.1,36.5,431,1939,360.3,17.7
-119,36.5,486,1939,394.35,17.4
-118.9,36.5,508,1939,431.09,17.2
-118.8,36.5,1017,1939,541.55,15
-118.7,36.5,2209,1939,767.34,8.4
-118.6,36.5,3034,1939,623.49,3.7
-118.5,36.5,3065,1939,542.71,3.3
-118.4,36.5,2805,1939,360.64,4.7
-118.3,36.5,3411,1939,519.67,1.3
-118.2,36.5,3480,1939,422.85,0.7
-118.1,36.5,1637,1939,182.96,13.7
-118,36.5,1087,1939,141.01,15.9
-120,36.4,64,1939,170.23,17.7
-119.9,36.4,64,1939,170.8,17.6
-119.8,36.4,72,1939,172.63,17.4
-119.7,36.4,77,1939,174.13,17.3
-119.6,36.4,83,1939,184.87,17.4
-119.5,36.4,83,1939,194.83,17.5
-119.4,36.4,87,1939,200.28,17.7
-119.3,36.4,99,1939,201.43,17.9
-119.2,36.4,114,1939,214.56,17.9
-119.1,36.4,164,1939,249.03,18.2
-119,36.4,249,1939,289.98,17.9
-118.9,36.4,350,1939,358.25,17.1
-118.8,36.4,1593,1939,626.09,12.1
-118.7,36.4,1836,1939,692.67,9.9
-118.6,36.4,3015,1939,746.79,3.8
-118.5,36.4,3263,1939,799.25,2.1
-118.4,36.4,2386,1939,322.59,6.7
-118.3,36.4,3051,1939,363.09,2.9
-118.2,36.4,3069,1939,405.78,4.1
-118.1,36.4,2116,1939,215.43,9.6
-118,36.4,1091,1939,142.25,16
-120,36.3,81,1939,155.13,18.2
-119.9,36.3,69,1939,158.61,18
-119.8,36.3,68,1939,161.66,17.4
-119.7,36.3,71,1939,157.21,16.9
-119.6,36.3,74,1939,167.06,17.1
-119.5,36.3,78,1939,175.5,17.4
-119.4,36.3,86,1939,182.29,17.8
-119.3,36.3,99,1939,184.61,18.1
-119.2,36.3,108,1939,201.71,17.9
-119.1,36.3,238,1939,258.07,18
-119,36.3,295,1939,297.23,17.9
-118.9,36.3,543,1939,421.19,17
-118.8,36.3,1321,1939,584.78,13.5
-118.7,36.3,1837,1939,790.92,9.8
-118.6,36.3,2762,1939,685.45,5.4
-118.5,36.3,2222,1939,553.79,6.8
-118.4,36.3,2296,1939,480.94,7.3
-118.3,36.3,3039,1939,427.1,3.6
-118.2,36.3,2674,1939,305.28,4.9
-118.1,36.3,2389,1939,265.54,7.9
-118,36.3,1107,1939,137.35,16.3
-120,36.2,86,1939,145.36,18.5
-119.9,36.2,71,1939,149.96,18.2
-119.8,36.2,64,1939,157.69,17.7
-119.7,36.2,66,1939,157.83,17.2
-119.6,36.2,69,1939,160,17.3
-119.5,36.2,75,1939,167.15,17.5
-119.4,36.2,80,1939,175.45,17.7
-119.3,36.2,91,1939,189.86,17.8
-119.2,36.2,97,1939,196.41,17.7
-119.1,36.2,120,1939,208.94,17.7
-119,36.2,296,1939,268.69,17.9
-118.9,36.2,531,1939,389.4,17.1
-118.8,36.2,604,1939,385.97,16.2
-118.7,36.2,1512,1939,645.01,11.9
-118.6,36.2,2487,1939,1002.12,6.6
-118.5,36.2,1929,1939,720.94,8.4
-118.4,36.2,2067,1939,634.84,8.2
-118.3,36.2,2496,1939,467,5.8
-118.2,36.2,2557,1939,420.3,5.7
-118.1,36.2,2463,1939,299.67,7.6
-118,36.2,1308,1939,124.5,15.7
-120,36.1,78,1939,146.17,18.5
-119.9,36.1,60,1939,150.56,18.3
-119.8,36.1,56,1939,154.51,18
-119.7,36.1,56,1939,153.84,17.9
-119.6,36.1,61,1939,152.29,17.7
-119.5,36.1,66,1939,155.43,17.7
-119.4,36.1,72,1939,162.43,17.7
-119.3,36.1,86,1939,176.29,17.7
-119.2,36.1,101,1939,189.76,17.7
-119.1,36.1,124,1939,206.7,17.9
-119,36.1,181,1939,224.72,18.1
-118.9,36.1,215,1939,232.17,18.3
-118.8,36.1,569,1939,375.17,16.7
-118.7,36.1,1380,1939,565.54,13
-118.6,36.1,2506,1939,927.62,7
-118.5,36.1,1958,1939,720.75,8.9
-118.4,36.1,2264,1939,702.64,7.6
-118.3,36.1,2393,1939,431.95,6.5
-118.2,36.1,2446,1939,421.28,7.4
-118.1,36.1,2535,1939,404.94,7.6
-118,36.1,1415,1939,146.96,15.3
-120,36,190,1939,147.73,18.7
-119.9,36,58,1939,149.61,18.5
-119.8,36,56,1939,154.08,18.2
-119.7,36,57,1939,154.21,18
-119.6,36,59,1939,150.14,17.8
-119.5,36,61,1939,144.67,17.8
-119.4,36,70,1939,153.16,17.8
-119.3,36,85,1939,170.29,17.7
-119.2,36,99,1939,184.59,17.8
-119.1,36,130,1939,207.67,17.9
-119,36,158,1939,218.6,18.1
-118.9,36,217,1939,237.79,18.2
-118.8,36,736,1939,413.44,16.3
-118.7,36,1367,1939,553.21,13.1
-118.6,36,1959,1939,758.19,9.2
-118.5,36,1390,1939,396.9,11.7
-118.4,36,2302,1939,615.94,7.6
-118.3,36,2410,1939,417.05,7.1
-118.2,36,2081,1939,322.13,9.6
-118.1,36,2015,1939,300.66,11.2
-118,36,1913,1939,253.14,11.9
-120,38,1612,1940,1718.13,11
-119.9,38,1541,1940,1744.78,11.6
-119.8,38,1966,1940,1688.73,9
-119.7,38,2288,1940,1791.18,7
-119.6,38,2578,1940,1973.38,5
-119.5,38,2883,1940,2034.22,3.4
-119.4,38,2823,1940,1532.84,3.4
-119.3,38,3199,1940,1610.82,2.5
-119.2,38,3195,1940,1073.11,2.8
-119.1,38,1944,1940,329.42,9
-119,38,1944,1940,328.04,8.9
-118.9,38,1953,1940,334.28,8.7
-118.8,38,2287,1940,337.06,7
-118.7,38,2157,1940,224.08,7.6
-118.6,38,2279,1940,242.13,7.8
-118.5,38,2384,1940,265,7.5
-118.4,38,2338,1940,250.55,7.8
-118.3,38,2020,1940,189.68,9.1
-118.2,38,1827,1940,165.9,10.4
-118.1,38,1675,1940,141.61,11.8
-118,38,1401,1940,101.87,13.3
-120,37.9,1199,1940,1492.58,12.7
-119.9,37.9,1242,1940,1428.22,13
-119.8,37.9,1589,1940,1468.05,11
-119.7,37.9,1993,1940,1591.13,9.1
-119.6,37.9,2132,1940,1681.88,7.9
-119.5,37.9,2400,1940,1810.09,6.2
-119.4,37.9,2589,1940,1416.85,4.3
-119.3,37.9,3200,1940,1665.19,2.3
-119.2,37.9,3271,1940,1224.43,2.5
-119.1,37.9,2060,1940,371.5,8.4
-119,37.9,2091,1940,389.21,8.3
-118.9,37.9,2211,1940,433.85,7.5
-118.8,37.9,2327,1940,426.79,7
-118.7,37.9,2037,1940,221.33,8.1
-118.6,37.9,1997,1940,200.46,9.1
-118.5,37.9,1898,1940,183.3,10
-118.4,37.9,1891,1940,185.77,9.9
-118.3,37.9,2603,1940,277.07,6.6
-118.2,37.9,2000,1940,186.36,9.6
-118.1,37.9,1696,1940,147.79,11.6
-118,37.9,1561,1940,128.82,12.5
-120,37.8,1214,1940,1477.21,12.4
-119.9,37.8,1399,1940,1470.81,11.9
-119.8,37.8,1709,1940,1503.91,10.4
-119.7,37.8,2270,1940,1771.82,7.6
-119.6,37.8,2401,1940,1785.64,6.6
-119.5,37.8,2380,1940,1842.8,6.5
-119.4,37.8,2786,1940,1902.53,3.9
-119.3,37.8,3287,1940,1717.27,1.9
-119.2,37.8,3504,1940,2212.86,1.4
-119.1,37.8,2456,1940,858.5,6.2
-119,37.8,2450,1940,723.1,6.2
-118.9,37.8,2474,1940,756.9,6.2
-118.8,37.8,2829,1940,814.17,5.3
-118.7,37.8,2758,1940,591.14,5.7
-118.6,37.8,2059,1940,247.71,9.3
-118.5,37.8,1848,1940,187.29,10.6
-118.4,37.8,2129,1940,216.73,9.2
-118.3,37.8,3021,1940,342.51,3.8
-118.2,37.8,2185,1940,223.08,8.9
-118.1,37.8,1487,1940,128.78,12.3
-118,37.8,1451,1940,126.95,12.6
-120,37.7,885,1940,1340.65,13.6
-119.9,37.7,1152,1940,1451.98,13.1
-119.8,37.7,1449,1940,1439.8,12.3
-119.7,37.7,1480,1940,1472.33,12
-119.6,37.7,2269,1940,1586.99,7.5
-119.5,37.7,2408,1940,1653.2,6.7
-119.4,37.7,2928,1940,1961.75,3.6
-119.3,37.7,3250,1940,1904.69,2.1
-119.2,37.7,3325,1940,2241.23,2.2
-119.1,37.7,2969,1940,1425.93,4.4
-119,37.7,2410,1940,765.65,6.4
-118.9,37.7,2348,1940,643.11,6.5
-118.8,37.7,2095,1940,329.72,7.5
-118.7,37.7,2173,1940,327.54,7.5
-118.6,37.7,2382,1940,297.36,8.2
-118.5,37.7,1786,1940,194.56,11.1
-118.4,37.7,1458,1940,147.15,12.6
-118.3,37.7,3410,1940,475.94,1.4
-118.2,37.7,2498,1940,323.66,7.3
-118.1,37.7,1479,1940,131.02,12.2
-118,37.7,1729,1940,150.8,11.6
-120,37.6,668,1940,1095.4,15.1
-119.9,37.6,1053,1940,1472.7,13.7
-119.8,37.6,1195,1940,1609.6,13.6
-119.7,37.6,1298,1940,1605.01,12.9
-119.6,37.6,2327,1940,1745.27,7.6
-119.5,37.6,2746,1940,2339.01,5.1
-119.4,37.6,2719,1940,2208.17,4.6
-119.3,37.6,2681,1940,1746.92,6.1
-119.2,37.6,2366,1940,1352.44,7.8
-119.1,37.6,2293,1940,1031.78,6.9
-119,37.6,3018,1940,2251.88,3.8
-118.9,37.6,3057,1940,1457.28,3.9
-118.8,37.6,2297,1940,401.95,7.4
-118.7,37.6,2122,1940,268.16,8.5
-118.6,37.6,2155,1940,246.64,9.6
-118.5,37.6,1774,1940,206.8,12.3
-118.4,37.6,1396,1940,154.83,13.3
-118.3,37.6,2866,1940,365.16,4.7
-118.2,37.6,3482,1940,587.8,0.6
-118.1,37.6,1996,1940,201.96,10.2
-118,37.6,1543,1940,132.65,11.9
-120,37.5,725,1940,1169.3,15.3
-119.9,37.5,873,1940,1292.58,14.9
-119.8,37.5,1187,1940,1543.49,13.9
-119.7,37.5,1534,1940,1650.38,12.2
-119.6,37.5,1983,1940,1568.79,9.6
-119.5,37.5,2522,1940,2087.15,6.4
-119.4,37.5,2208,1940,1762.43,8
-119.3,37.5,2130,1940,1587.22,9.1
-119.2,37.5,1631,1940,1343.49,11
-119.1,37.5,2606,1940,1472.75,6.3
-119,37.5,2998,1940,1699.47,3.7
-118.9,37.5,3146,1940,1940.49,2.3
-118.8,37.5,3549,1940,1908.55,0.9
-118.7,37.5,2998,1940,523.47,4.6
-118.6,37.5,1714,1940,202.77,12.1
-118.5,37.5,1544,1940,188.38,13.2
-118.4,37.5,1307,1940,164.1,13.9
-118.3,37.5,2175,1940,229.05,9.4
-118.2,37.5,3245,1940,490.82,1.8
-118.1,37.5,2747,1940,380.3,6
-118,37.5,1995,1940,184.19,10.2
-120,37.4,500,1940,869.05,16.3
-119.9,37.4,630,1940,999.7,15.7
-119.8,37.4,749,1940,1045.17,15.8
-119.7,37.4,1096,1940,1364.71,14.4
-119.6,37.4,1570,1940,1572.32,12
-119.5,37.4,2187,1940,2057.34,8.3
-119.4,37.4,1813,1940,1627.26,10.1
-119.3,37.4,1698,1940,1544.2,11.2
-119.2,37.4,2029,1940,1432.31,8.9
-119.1,37.4,2480,1940,1466.8,6.8
-119,37.4,2657,1940,1415.41,5.1
-118.9,37.4,2725,1940,1490.08,4.4
-118.8,37.4,3558,1940,1691.27,1
-118.7,37.4,3599,1940,1539.28,0.8
-118.6,37.4,1418,1940,180.25,14
-118.5,37.4,1415,1940,177.86,14.1
-118.4,37.4,1293,1940,170.09,14
-118.3,37.4,1712,1940,194.42,12.1
-118.2,37.4,2839,1940,374.57,4.6
-118.1,37.4,2622,1940,325.89,6.8
-118,37.4,1883,1940,168.03,11
-120,37.3,331,1940,677.42,17.1
-119.9,37.3,291,1940,643.88,17.5
-119.8,37.3,533,1940,860.59,16.1
-119.7,37.3,877,1940,1152.02,16
-119.6,37.3,1132,1940,1387.29,14.7
-119.5,37.3,1197,1940,1461.7,13.7
-119.4,37.3,1957,1940,1633.93,9.7
-119.3,37.3,1935,1940,1311.47,9.6
-119.2,37.3,2725,1940,1505.86,5
-119.1,37.3,2761,1940,1697.87,5
-119,37.3,2559,1940,1130.73,5.4
-118.9,37.3,3147,1940,1448.6,2.7
-118.8,37.3,3450,1940,1836.36,1.1
-118.7,37.3,3569,1940,1385.1,1.4
-118.6,37.3,2305,1940,335.21,9.5
-118.5,37.3,2192,1940,313.91,10.2
-118.4,37.3,1708,1940,243.14,12.8
-118.3,37.3,1257,1940,159.89,13.7
-118.2,37.3,2252,1940,291.78,8.4
-118.1,37.3,1599,1940,142.62,12.2
-118,37.3,1944,1940,165.21,10.6
-120,37.2,163,1940,576.43,18
-119.9,37.2,271,1940,550.62,17.8
-119.8,37.2,377,1940,725.75,17
-119.7,37.2,601,1940,923.15,15.9
-119.6,37.2,676,1940,1052.46,15.8
-119.5,37.2,803,1940,1208.45,15.4
-119.4,37.2,1327,1940,1378.92,13.7
-119.3,37.2,1384,1940,1140.38,12.9
-119.2,37.2,2204,1940,1346.75,7.5
-119.1,37.2,2715,1940,1470.57,4.9
-119,37.2,2928,1940,1679.42,3.4
-118.9,37.2,3073,1940,1812.78,3
-118.8,37.2,3070,1940,1624.54,2.8
-118.7,37.2,3680,1940,1487.41,0.5
-118.6,37.2,3166,1940,561,4.4
-118.5,37.2,3161,1940,607.06,3.5
-118.4,37.2,2630,1940,401.07,7.1
-118.3,37.2,1202,1940,154.39,14
-118.2,37.2,1619,1940,211.82,12.6
-118.1,37.2,2462,1940,281.34,7.5
-118,37.2,2148,1940,211.75,9.4
-120,37.1,109,1940,491.05,17.8
-119.9,37.1,126,1940,517.49,17.9
-119.8,37.1,252,1940,644.38,18
-119.7,37.1,305,1940,702.64,17.6
-119.6,37.1,501,1940,842.26,17
-119.5,37.1,652,1940,939.81,16.4
-119.4,37.1,1301,1940,1158.71,14.3
-119.3,37.1,1682,1940,1348.88,11.5
-119.2,37.1,1994,1940,1356.62,9.2
-119.1,37.1,2527,1940,1547.44,6
-119,37.1,2748,1940,1485.92,5.1
-118.9,37.1,2462,1940,1431.52,6
-118.8,37.1,3265,1940,1698.5,1.7
-118.7,37.1,3582,1940,2052.39,0.2
-118.6,37.1,3116,1940,897.19,3.7
-118.5,37.1,3737,1940,1579.76,-0.2
-118.4,37.1,3196,1940,810.95,2.9
-118.3,37.1,1474,1940,228.54,13.9
-118.2,37.1,1261,1940,165.39,14.3
-118.1,37.1,2553,1940,300.69,6.9
-118,37.1,2192,1940,213.5,8.9
-120,37,95,1940,451.55,17.8
-119.9,37,107,1940,488.26,17.8
-119.8,37,146,1940,559.33,18.2
-119.7,37,155,1940,585.4,18.3
-119.6,37,314,1940,725.65,17.4
-119.5,37,413,1940,794.66,16.8
-119.4,37,599,1940,945.1,16.1
-119.3,37,987,1940,1085.64,15.6
-119.2,37,1195,1940,1219.52,14.1
-119.1,37,2032,1940,1541.72,9.1
-119,37,2106,1940,1686.94,8.4
-118.9,37,2701,1940,1593.09,5.7
-118.8,37,2805,1940,1720.96,4.9
-118.7,37,3260,1940,2342.22,2.4
-118.6,37,2429,1940,1101.08,7.1
-118.5,37,3540,1940,1537.61,0.6
-118.4,37,3601,1940,1568.01,0.7
-118.3,37,1376,1940,202.47,14.4
-118.2,37,1214,1940,155.37,14.9
-118.1,37,2771,1940,273.61,5.3
-118,37,2601,1940,256.63,6.2
-120,36.9,84,1940,439.87,17.7
-119.9,36.9,96,1940,471.69,17.8
-119.8,36.9,113,1940,511.36,18.1
-119.7,36.9,124,1940,528.96,18.3
-119.6,36.9,198,1940,618.96,18.3
-119.5,36.9,269,1940,708.86,18.2
-119.4,36.9,634,1940,954.75,16.7
-119.3,36.9,465,1940,834.27,17
-119.2,36.9,931,1940,1073.35,15.5
-119.1,36.9,1197,1940,1109.36,14.1
-119,36.9,1736,1940,1406.5,11.4
-118.9,36.9,2613,1940,1563.46,6.7
-118.8,36.9,1920,1940,1534.92,9.3
-118.7,36.9,2691,1940,1570.73,5.9
-118.6,36.9,3147,1940,1678.12,2.9
-118.5,36.9,3348,1940,1287.24,1.7
-118.4,36.9,3468,1940,1557.68,1.5
-118.3,36.9,1644,1940,262.8,13.4
-118.2,36.9,1161,1940,147.36,15.6
-118.1,36.9,2147,1940,277.2,9.3
-118,36.9,2295,1940,248.95,8.4
-120,36.8,78,1940,435.55,17.8
-119.9,36.8,86,1940,460.18,17.9
-119.8,36.8,96,1940,473.66,18.1
-119.7,36.8,105,1940,474.36,18.1
-119.6,36.8,121,1940,515.23,18.2
-119.5,36.8,142,1940,544.14,18.2
-119.4,36.8,172,1940,589.89,18.2
-119.3,36.8,322,1940,796.13,17.8
-119.2,36.8,527,1940,913.66,16.8
-119.1,36.8,1074,1940,1131.82,15.1
-119,36.8,1706,1940,1412.87,11.4
-118.9,36.8,1702,1940,1451.03,10.5
-118.8,36.8,1658,1940,1450.78,11.1
-118.7,36.8,1843,1940,1482.86,10.3
-118.6,36.8,1949,1940,1128.46,10
-118.5,36.8,2964,1940,1047.15,4
-118.4,36.8,3479,1940,1781.78,1
-118.3,36.8,1914,1940,359.44,11.9
-118.2,36.8,1256,1940,159.65,15.5
-118.1,36.8,1218,1940,154.07,15.8
-118,36.8,2749,1940,355.35,6.2
-120,36.7,71,1940,410.9,17.8
-119.9,36.7,76,1940,439.4,17.9
-119.8,36.7,86,1940,467.52,18
-119.7,36.7,95,1940,477.22,18.1
-119.6,36.7,110,1940,513.16,18
-119.5,36.7,110,1940,510.92,18
-119.4,36.7,199,1940,606.51,17.9
-119.3,36.7,317,1940,783.45,17.6
-119.2,36.7,521,1940,930.86,17
-119.1,36.7,818,1940,1045.07,15.9
-119,36.7,1483,1940,1350.29,12.5
-118.9,36.7,1921,1940,1639.31,9
-118.8,36.7,2611,1940,1981.62,5.9
-118.7,36.7,2651,1940,1419.12,5.3
-118.6,36.7,2513,1940,1057.14,6.2
-118.5,36.7,3613,1940,1322.89,0.1
-118.4,36.7,3639,1940,1571.84,0
-118.3,36.7,2486,1940,453.2,7.3
-118.2,36.7,1479,1940,219.33,14.6
-118.1,36.7,1129,1940,152.97,16.2
-118,36.7,2204,1940,306.01,9.4
-120,36.6,64,1940,379.99,17.7
-119.9,36.6,70,1940,394.44,17.8
-119.8,36.6,80,1940,434.21,17.9
-119.7,36.6,88,1940,461.25,17.9
-119.6,36.6,98,1940,492.77,18
-119.5,36.6,102,1940,511.68,17.9
-119.4,36.6,105,1940,528.88,17.8
-119.3,36.6,129,1940,575.81,17.9
-119.2,36.6,313,1940,732.93,17.8
-119.1,36.6,687,1940,956.43,17
-119,36.6,751,1940,980.65,16.6
-118.9,36.6,931,1940,1058.8,15.9
-118.8,36.6,1800,1940,1652.91,9.5
-118.7,36.6,2458,1940,1945.11,6.8
-118.6,36.6,2882,1940,1465.4,4.1
-118.5,36.6,3395,1940,1523.02,1.4
-118.4,36.6,2841,1940,789.83,4.2
-118.3,36.6,3889,1940,1550.7,-1.5
-118.2,36.6,2389,1940,400.42,8.2
-118.1,36.6,1272,1940,186.13,15.7
-118,36.6,1117,1940,175.86,16.2
-120,36.5,61,1940,354.17,17.7
-119.9,36.5,67,1940,366,17.7
-119.8,36.5,74,1940,380.38,17.8
-119.7,36.5,80,1940,407.44,17.8
-119.6,36.5,89,1940,452.67,17.8
-119.5,36.5,92,1940,476.87,17.8
-119.4,36.5,94,1940,490.12,17.9
-119.3,36.5,106,1940,509.61,17.9
-119.2,36.5,182,1940,582.41,18
-119.1,36.5,431,1940,834.28,17.9
-119,36.5,486,1940,938.77,17.7
-118.9,36.5,508,1940,1017.57,17.7
-118.8,36.5,1017,1940,1147.56,15.2
-118.7,36.5,2209,1940,1668.94,8.4
-118.6,36.5,3034,1940,1399.34,3.6
-118.5,36.5,3065,1940,1327.15,3.3
-118.4,36.5,2805,1940,715.55,4.6
-118.3,36.5,3411,1940,978.75,1.2
-118.2,36.5,3480,1940,773.61,0.5
-118.1,36.5,1637,1940,238.99,13.8
-118,36.5,1087,1940,182.2,16.3
-120,36.4,64,1940,336.67,17.8
-119.9,36.4,64,1940,341.51,17.7
-119.8,36.4,72,1940,354.59,17.7
-119.7,36.4,77,1940,365.71,17.6
-119.6,36.4,83,1940,395.32,17.7
-119.5,36.4,83,1940,426.34,17.7
-119.4,36.4,87,1940,452.94,17.9
-119.3,36.4,99,1940,466.94,18.1
-119.2,36.4,114,1940,488.15,18.1
-119.1,36.4,164,1940,570.17,18.4
-119,36.4,249,1940,683.19,18.3
-118.9,36.4,350,1940,880.94,17.8
-118.8,36.4,1593,1940,1416.37,12.1
-118.7,36.4,1836,1940,1579.08,9.9
-118.6,36.4,3015,1940,1775.94,3.8
-118.5,36.4,3263,1940,1878.5,2
-118.4,36.4,2386,1940,633.26,6.9
-118.3,36.4,3051,1940,751.06,2.9
-118.2,36.4,3069,1940,686.26,3.8
-118.1,36.4,2116,1940,310.86,9.5
-118,36.4,1091,1940,185.42,16.4
-120,36.3,81,1940,305.39,18.1
-119.9,36.3,69,1940,314.65,18
-119.8,36.3,68,1940,332.6,17.6
-119.7,36.3,71,1940,334.95,17.3
-119.6,36.3,74,1940,351.36,17.4
-119.5,36.3,78,1940,376.65,17.7
-119.4,36.3,86,1940,409.6,18
-119.3,36.3,99,1940,448.59,18.2
-119.2,36.3,108,1940,452.21,18.1
-119.1,36.3,238,1940,570.93,18.2
-119,36.3,295,1940,661.31,18.2
-118.9,36.3,543,1940,953.19,17.3
-118.8,36.3,1321,1940,1386.07,13.5
-118.7,36.3,1837,1940,1868.88,9.7
-118.6,36.3,2762,1940,1758.87,5.2
-118.5,36.3,2222,1940,1385.63,6.9
-118.4,36.3,2296,1940,1054.01,7.4
-118.3,36.3,3039,1940,889.03,3.5
-118.2,36.3,2674,1940,598.89,4.9
-118.1,36.3,2389,1940,457.75,7.7
-118,36.3,1107,1940,194.66,16.7
-120,36.2,86,1940,276.42,18.2
-119.9,36.2,71,1940,291.8,18.1
-119.8,36.2,64,1940,320.46,17.8
-119.7,36.2,66,1940,326.37,17.5
-119.6,36.2,69,1940,334.66,17.6
-119.5,36.2,75,1940,351.08,17.7
-119.4,36.2,80,1940,374.18,17.8
-119.3,36.2,91,1940,408.77,17.9
-119.2,36.2,97,1940,418.73,17.9
-119.1,36.2,120,1940,463.3,17.9
-119,36.2,296,1940,598.13,18.2
-118.9,36.2,531,1940,864.21,17.3
-118.8,36.2,604,1940,942.45,16.6
-118.7,36.2,1512,1940,1555.7,11.8
-118.6,36.2,2487,1940,2386.08,6.4
-118.5,36.2,1929,1940,1858.03,8.5
-118.4,36.2,2067,1940,1540.52,8.2
-118.3,36.2,2496,1940,975.68,5.9
-118.2,36.2,2557,1940,879.73,5.7
-118.1,36.2,2463,1940,532.23,7.5
-118,36.2,1308,1940,220.59,16
-120,36.1,78,1940,290.86,18.5
